"formal_name","location_address","suburb","postcode","address","latitude","longitude","category"
"The Ashley Aged Care","17-21 ASHLEY Street","RESERVOIR","3073","17-21 ASHLEY Street, RESERVOIR, VIC, 3073, Australia",-37.7178646,145.001558957136,"RACF"
"The Bays Aged Care","86 VICTORIA Street","HASTINGS","3915","86 VICTORIA Street, HASTINGS, VIC, 3915, Australia",-38.303444,145.190309,"RACF"
"The Belmont Residential Aged Care","235 High Street","BELMONT","3216","235 High Street, BELMONT, VIC, 3216, Australia",-38.17784925,144.340792238469,"RACF"
"The Birches","Foster Street","HAMILTON","3300","Foster Street, HAMILTON, VIC, 3300, Australia",-37.7364357,142.0290434,"RACF"
"The Heights Donvale","39-41 MITCHAM Road","DONVALE","3111","39-41 MITCHAM Road, DONVALE, VIC, 3111, Australia",-37.793933,145.177149,"RACF"
"The Lakes Hostel","107-115 Lake Street","EDENHOPE","3318","107-115 Lake Street, EDENHOPE, VIC, 3318, Australia",-37.035106,141.289421,"RACF"
"Timboon & District Healthcare Service","21 HOSPITAL Road","TIMBOON","3268","21 HOSPITAL Road, TIMBOON, VIC, 3268, Australia",-38.486257,142.977132,"RACF"
"Traralgon Aged Care","69 LIDDIARD Road","TRARALGON","3844","69 LIDDIARD Road, TRARALGON, VIC, 3844, Australia",-38.205044,146.55039,"RACF"
"Trentham Hostel","22-24 VICTORIA Street","TRENTHAM","3458","22-24 VICTORIA Street, TRENTHAM, VIC, 3458, Australia",-37.386736,144.327598,"RACF"
"Trevi Court Aged Care","95 BULLA Road","ESSENDON","3040","95 BULLA Road, ESSENDON, VIC, 3040, Australia",-37.736465,144.904165,"RACF"
"Trinity Manor","8-14 Pretoria Street","BALWYN","3103","8-14 Pretoria Street, BALWYN, VIC, 3103, Australia",-37.8103913,145.0654417,"RACF"
"Trinity Manor Burwood","12-16 Edwards Street","BURWOOD","3125","12-16 Edwards Street, BURWOOD, VIC, 3125, Australia",-37.8490541,145.101059,"RACF"
"Trinity Manor Greensborough","226-230 ELDER Street","GREENSBOROUGH","3088","226-230 ELDER Street, GREENSBOROUGH, VIC, 3088, Australia",-37.717365,145.105478,"RACF"
"Twin Parks Aged Care Centre","33-45 BLAKE Street","RESERVOIR","3073","33-45 BLAKE Street, RESERVOIR, VIC, 3073, Australia",-37.732136,145.036739,"RACF"
"Twin Parks Private Hostel","47 BLAKE Street","RESERVOIR","3073","47 BLAKE Street, RESERVOIR, VIC, 3073, Australia",-37.732101,145.036395,"RACF"
"Uniting AgeWell Andrew Kerr Care Community","67-69 TANTI Avenue","MORNINGTON","3931","67-69 TANTI Avenue, MORNINGTON, VIC, 3931, Australia",-38.2198792,145.0443902,"RACF"
"Uniting AgeWell Box Hill Community","75 THAMES Street","BOX HILL","3128","75 THAMES Street, BOX HILL, VIC, 3128, Australia",-37.8136685,145.1231983,"RACF"
"Uniting AgeWell Camberwell Community, Condare Court","8 Joffre Street","CAMBERWELL","3124","8 Joffre Street, CAMBERWELL, VIC, 3124, Australia",-37.843026,145.091903,"RACF"
"Uniting AgeWell Hawthorn Community","27-29 WATTLE Road","HAWTHORN","3122","27-29 WATTLE Road, HAWTHORN, VIC, 3122, Australia",-37.823246,145.028545,"RACF"
"Uniting AgeWell Kalkee Community, Murray","9 SPRING Street","BELMONT","3216","9 SPRING Street, BELMONT, VIC, 3216, Australia",-38.180212,144.348934,"RACF"
"Uniting AgeWell Kalkee Community, Nangatta","206 HIGH Street","BELMONT","3216","206 HIGH Street, BELMONT, VIC, 3216, Australia",-38.176401,144.341023,"RACF"
"Uniting AgeWell Kingsville Community","319 GEELONG Road","KINGSVILLE","3012","319 GEELONG Road, KINGSVILLE, VIC, 3012, Australia",-37.807507,144.876973,"RACF"
"Uniting AgeWell Manor Lakes Community","15 BUFFALO Crescent","WYNDHAM VALE","3024","15 BUFFALO Crescent, WYNDHAM VALE, VIC, 3024, Australia",-37.873557,144.606506,"RACF"
"Uniting AgeWell Noble Park Community","1312 HEATHERTON Road","NOBLE PARK","3174","1312 HEATHERTON Road, NOBLE PARK, VIC, 3174, Australia",-37.9671768,145.1905046,"RACF"
"Uniting AgeWell Preston Community","78 BRUCE Street","PRESTON","3072","78 BRUCE Street, PRESTON, VIC, 3072, Australia",-37.741354,144.992402,"RACF"
"Uniting AgeWell Strathdon Community","17 Jolimont Road","FOREST HILL","3131","17 Jolimont Road, FOREST HILL, VIC, 3131, Australia",-37.842917,145.172682,"RACF"
"Uniting AgeWell Strath-Haven Community","131-149 CONDON Street","BENDIGO","3550","131-149 CONDON Street, BENDIGO, VIC, 3550, Australia",-36.773639,144.306483,"RACF"
"Valley View Nursing Home","71 MCLEOD Street","COLERAINE","3315","71 MCLEOD Street, COLERAINE, VIC, 3315, Australia",-37.599783,141.692466,"RACF"
"Vasey RSL Care, Brighton","21 DOWNES Avenue","BRIGHTON","3186","21 DOWNES Avenue, BRIGHTON, VIC, 3186, Australia",-37.899866,144.99826,"RACF"
"Vasey RSL Care, Brighton East","709-723 HAWTHORN Road","BRIGHTON EAST","3187","709-723 HAWTHORN Road, BRIGHTON EAST, VIC, 3187, Australia",-37.910184,145.018054,"RACF"
"Vasey RSL Care, Bundoora","5-7 TOWER Avenue","BUNDOORA","3083","5-7 TOWER Avenue, BUNDOORA, VIC, 3083, Australia",-37.702832,145.054677,"RACF"
"Vasey RSL Care, Frankston South","85 OVERPORT Road","FRANKSTON SOUTH","3199","85 OVERPORT Road, FRANKSTON SOUTH, VIC, 3199, Australia",-38.169543,145.123467,"RACF"
"Vermont Aged Care","770 CANTERBURY Road","VERMONT","3133","770 CANTERBURY Road, VERMONT, VIC, 3133, Australia",-37.833574,145.209389,"RACF"
"Victoria By The Park","27 VICTORIA Street","ELSTERNWICK","3185","27 VICTORIA Street, ELSTERNWICK, VIC, 3185, Australia",-37.88754405,145.010321011792,"RACF"
"Victorian Croatian Aged Care Services Inc","38-46 BARTON Street","BELL PARK","3215","38-46 BARTON Street, BELL PARK, VIC, 3215, Australia",-38.105215,144.333892,"RACF"
"Victorian Elderly Chinese Hostel","77 HURTLE Street","ASCOT VALE","3032","77 HURTLE Street, ASCOT VALE, VIC, 3032, Australia",-37.774426,144.906002,"RACF"
"Villa Del Sole","73 WILLIAM Street","GLENROY","3046","73 WILLIAM Street, GLENROY, VIC, 3046, Australia",-37.705384,144.907769,"RACF"
"Villa Maria Catholic Homes O'Neill","101 LEWISHAM Road  North","PRAHRAN","3181","101 LEWISHAM Road  North, PRAHRAN, VIC, 3181, Australia",-37.850912,144.999893,"RACF"
"Village Baxter Lodge","8 Robinsons Road","FRANKSTON SOUTH","3199","8 Robinsons Road, FRANKSTON SOUTH, VIC, 3199, Australia",-38.17800695,145.147799497347,"RACF"
"Village Glen Aged Care Residences - Capel Sound","34A BALAKA Street","ROSEBUD WEST","3940","34A BALAKA Street, ROSEBUD WEST, VIC, 3940, Australia",-38.370158,144.880253,"RACF"
"Village Glen Aged Care Residences - Mornington","827 NEPEAN Highway","MORNINGTON","3931","827 NEPEAN Highway, MORNINGTON, VIC, 3931, Australia",-38.234324,145.038154,"RACF"
"VMCH Berwick","89-93 AVEBURY Drive","BERWICK","3806","89-93 AVEBURY Drive, BERWICK, VIC, 3806, Australia",-38.023891,145.329296,"RACF"
"VMCH Bundoora","1424 PLENTY Road","BUNDOORA","3083","1424 PLENTY Road, BUNDOORA, VIC, 3083, Australia",-37.6921584,145.063239,"RACF"
"VMCH Corpus Christi","80 CLAYTON Road","CLAYTON","3168","80 CLAYTON Road, CLAYTON, VIC, 3168, Australia",-37.905349,145.123733,"RACF"
"VMCH John R Hannah","68 WATTLE Grove","MULGRAVE","3170","68 WATTLE Grove, MULGRAVE, VIC, 3170, Australia",-37.93216,145.158709,"RACF"
"VMCH Justin Villa","2 CARAVAN Street","BALWYN","3103","2 CARAVAN Street, BALWYN, VIC, 3103, Australia",-37.80557615,145.095865666109,"RACF"
"VMCH Providence","9 GRIFFITH Street","MADDINGLEY","3340","9 GRIFFITH Street, MADDINGLEY, VIC, 3340, Australia",-37.6864218,144.4276799,"RACF"
"VMCH Shanagolden","153-177 Webster Way","PAKENHAM","3810","153-177 Webster Way, PAKENHAM, VIC, 3810, Australia",-38.086722,145.47379,"RACF"
"VMCH St Bernadette's","17 PARK Drive","SUNSHINE NORTH","3020","17 PARK Drive, SUNSHINE NORTH, VIC, 3020, Australia",-37.759468,144.825453,"RACF"
"VMCH St Catherine's","1 CLAYTON Road","BALWYN","3103","1 CLAYTON Road, BALWYN, VIC, 3103, Australia",-37.805381,145.095122,"RACF"
"VMCH Star Of The Sea","Horseshoe Bend Road","TORQUAY","3228","Horseshoe Bend Road, TORQUAY, VIC, 3228, Australia",-38.31207575,144.338976917177,"RACF"
"VMCH Wantirna","355 STUD Road","WANTIRNA SOUTH","3152","355 STUD Road, WANTIRNA SOUTH, VIC, 3152, Australia",-37.8710949,145.2338182,"RACF"
"VMCH Willowbrooke","9A WILLOW Road","UPPER FERNTREE GULLY","3156","9A WILLOW Road, UPPER FERNTREE GULLY, VIC, 3156, Australia",-37.895268,145.30457,"RACF"
"Wannon Court Hostel","72-74 Pilleau Street","COLERAINE","3315","72-74 Pilleau Street, COLERAINE, VIC, 3315, Australia",-37.6005829,141.6907611,"RACF"
"Wantirna Views Care Community","100 Harold Street","WANTIRNA","3152","100 Harold Street, WANTIRNA, VIC, 3152, Australia",-37.85505445,145.228546646625,"RACF"
"Waranga Aged Care Hostel","14 HIGH Street","RUSHWORTH","3612","14 HIGH Street, RUSHWORTH, VIC, 3612, Australia",-36.587144,145.016407,"RACF"
"Warralily Gardens","2-28 FREDA Road","ARMSTRONG CREEK","3217","2-28 FREDA Road, ARMSTRONG CREEK, VIC, 3217, Australia",-38.236695,144.335773,"RACF"
"Warramunda Village","Warramunda Drive","KYABRAM","3620","Warramunda Drive, KYABRAM, VIC, 3620, Australia",-36.3164213,145.0431386,"RACF"
"Warrandyte Gardens Care Community","205 Warrandyte Road","RINGWOOD NORTH","3134","205 Warrandyte Road, RINGWOOD NORTH, VIC, 3134, Australia",-37.79202545,145.234616248429,"RACF"
"Warrawee Community","854A CENTRE Road","BENTLEIGH EAST","3165","854A CENTRE Road, BENTLEIGH EAST, VIC, 3165, Australia",-37.9240638,145.0728187,"RACF"
"Warrina Aged Care","176 Station Road","NEW GISBORNE","3438","176 Station Road, NEW GISBORNE, VIC, 3438, Australia",-37.468516,144.596439,"RACF"
"Warrina Hostel","26 PIPER Street","YARRAWONGA","3730","26 PIPER Street, YARRAWONGA, VIC, 3730, Australia",-36.010874,146.005718,"RACF"
"Warrnambool Place Care Community","170 RAGLAN Parade","WARRNAMBOOL","3280","170 RAGLAN Parade, WARRNAMBOOL, VIC, 3280, Australia",-38.382731,142.51741,"RACF"
"Warrnambool Riverside Care Community","62-76 HUNTINGFIELD Drive","WARRNAMBOOL","3280","62-76 HUNTINGFIELD Drive, WARRNAMBOOL, VIC, 3280, Australia",-38.386817,142.531025,"RACF"
"Water Gardens","352 SYDENHAM Road","SYDENHAM","3037","352 SYDENHAM Road, SYDENHAM, VIC, 3037, Australia",-37.703094,144.773082011699,"RACF"
"Wattle Rise","75-85 Clarendon Street","MARYBOROUGH","3465","75-85 Clarendon Street, MARYBOROUGH, VIC, 3465, Australia",-37.0411009,143.7396713,"RACF"
"Waverley Valley Aged Care","29-33 CHESTERVILLE Road","GLEN WAVERLEY","3150","29-33 CHESTERVILLE Road, GLEN WAVERLEY, VIC, 3150, Australia",-37.8697045,145.1587995,"RACF"
"Weary Dunlop Retirement Village","242 Jells Road","WHEELERS HILL","3150","242 Jells Road, WHEELERS HILL, VIC, 3150, Australia",-37.9122656,145.1885785,"RACF"
"Westgate Aged Care Facility","4 WILLIAM Street","NEWPORT","3015","4 WILLIAM Street, NEWPORT, VIC, 3015, Australia",-37.84137675,144.87935860764,"RACF"
"Westmont Homestead","265 Baranduda Boulevard","BARANDUDA","3691","265 Baranduda Boulevard, BARANDUDA, VIC, 3691, Australia",-36.173886,146.933942,"RACF"
"Wharparilla Lodge","Hartshorn Drive","ECHUCA WEST","3564","Hartshorn Drive, ECHUCA WEST, VIC, 3564, Australia",-36.1306376,144.7218331,"RACF"
"Whittlesea Lodge","30-32 Fir Street","WHITTLESEA","3757","30-32 Fir Street, WHITTLESEA, VIC, 3757, Australia",-37.509557,145.1164218,"RACF"
"Willowbrae - Melton","116 Centenary Avenue","MELTON","3337","116 Centenary Avenue, MELTON, VIC, 3337, Australia",-37.673493,144.577165,"RACF"
"Wilson Lodge","155 GUTHRIDGE Parade","SALE","3850","155 GUTHRIDGE Parade, SALE, VIC, 3850, Australia",-38.10892,147.08139,"RACF"
"Wimmera Nursing Home","2 BAILLIE Street","HORSHAM","3400","2 BAILLIE Street, HORSHAM, VIC, 3400, Australia",-36.711496,142.217275,"RACF"
"Wintringham Eunice Seddon Home","34-42 Potter Street","DANDENONG","3175","34-42 Potter Street, DANDENONG, VIC, 3175, Australia",-37.9846798,145.2056437,"RACF"
"Wintringham Gilgunya Village","23 Harding Street","COBURG","3058","23 Harding Street, COBURG, VIC, 3058, Australia",-37.745196,144.969244,"RACF"
"Wintringham Hostel - Port Melbourne","79 SWALLOW Street","PORT MELBOURNE","3207","79 SWALLOW Street, PORT MELBOURNE, VIC, 3207, Australia",-37.837856,144.93252,"RACF"
"Wintringham McLean Lodge Hostel","1 LITTLE PRINCES Street","TRAVANCORE","3031","1 LITTLE PRINCES Street, TRAVANCORE, VIC, 3031, Australia",-37.783222,144.936157,"RACF"
"Wintringham Ron Conn Nursing Home","33 WESTMINSTER Drive","AVONDALE HEIGHTS","3034","33 WESTMINSTER Drive, AVONDALE HEIGHTS, VIC, 3034, Australia",-37.764937,144.859477,"RACF"
"Wintringham Williamstown Hostel","2-20 WINTRINGHAM Road","WILLIAMSTOWN NORTH","3016","2-20 WINTRINGHAM Road, WILLIAMSTOWN NORTH, VIC, 3016, Australia",-37.85507,144.879353,"RACF"
"Woods Point Aged Care","75-85 ORR Street","YARRAWONGA","3730","75-85 ORR Street, YARRAWONGA, VIC, 3730, Australia",-36.013173,146.013964,"RACF"
"Woorayl Lodge Inc","71-73 Mccartin Street","LEONGATHA","3953","71-73 Mccartin Street, LEONGATHA, VIC, 3953, Australia",-38.4778479,145.9438662,"RACF"
"Yackandandah Health","20 ISAACS Avenue","YACKANDANDAH","3749","20 ISAACS Avenue, YACKANDANDAH, VIC, 3749, Australia",-36.3106458,146.84572931653,"RACF"
"Yarraman Nursing Home","22B YARRAMAN Road","NOBLE PARK","3174","22B YARRAMAN Road, NOBLE PARK, VIC, 3174, Australia",-37.977285,145.180886,"RACF"
"Yarriambiack Lodge Hostel","18 DIMBOOLA Road","WARRACKNABEAL","3393","18 DIMBOOLA Road, WARRACKNABEAL, VIC, 3393, Australia",-36.252499,142.381913,"RACF"
